No,News Title,Class,Prediction
20150,Tori Spelling To Dean McDermott: 'I'll Never Trust You Again',Entertainment,Entertainment
53378,Oceana Report Sheds Light On Staggering By-Catch Problem In US Fisheries,Technology,Technology
51597,Galaxy F spotted with Samsung's typical gold treatment,Technology,Technology
62323,Home price growth continues to cool,Business,Business
55217,Comm Games athlete quarantined and tested for Ebola,Medical,Medical
54443,Do we need 7 servings of fruits and vegetables a day?,Medical,Entertainment
16394,Lindsay Lohan sparks fresh romance rumours,Entertainment,Entertainment
56246,"Microsoft Closes Nokia Phone Deal, Pays More Than Expected $7.2B",Technology,Technology
16258,Weird Al Yankovic Spoofs Pharrell In Hilarious New Video 'Tacky' -- Watch,Entertainment,Entertainment
63803,Expert cites driver fatigue in train crash,Business,Business
18589,"Astronomers Find ""Mega-Earth,"" Most Massive Rocky Planet Yet",Technology,Technology
46663,"National September 11 Memorial Museum: Welcome to our tragedy, please exit  ...",Entertainment,Entertainment
36052,"JAY Z & Beyoncé Release ""Run"" Trailer, Starring Blake Lively, Jake Gyllenhaal  ...",Entertainment,Entertainment
21833,Time for the emperors-in-waiting who run Facebook to just admit they're evil,Technology,Technology
51571,Imported treats may be making pets sick - WSFA.com: News Weather and Sports  ...,Medical,Entertainment
35681,Ford to refund some vehicle owners for overstating mileage,Technology,Technology
61689,"Eyefi Wireless Card Now Uploads to the Cloud, Via Your Smartphone",Technology,Technology
64793,"USD/JPY Fundamental Analysis April 9, 2014 Forecast",Business,Business
20901,"Miss Nevada, Nia Sanchez Crowned Miss USA 2014",Entertainment,Entertainment
45928,7 Transformers Cartoon Stories That Could Be Transformers Movies,Entertainment,Entertainment
30365,"Market Update (NYSE:MCD): Food scare driving away Yum, McDonald's diners  ...",Business,Business
8699,"Joan Rivers responds to Ohio women held captive, refuses to apologize",Entertainment,Entertainment
1507,Dr. Seuss had it right: Elephants prove discerning listeners of us humans,Technology,Technology
22494,Lana Del Ray Performs At Kimye's Versailles Wedding Dinner Extravaganza In  ...,Entertainment,Entertainment
7079,'Pregnant' Mila Kunis dazzles as she joins her hunky Hollywood co-star  ...,Entertainment,Entertainment
12791,"PHOTOS Miley Cyrus gets sad kitty lip tattoo, rolls a joint, etc",Entertainment,Entertainment
45742,Homer Simpson's Ice Bucket Challenge is one actually worth watching,Entertainment,Entertainment
4634,Transcript of Michael Stipe's Nirvana Induction Speech at Rock and Roll Hall of  ...,Entertainment,Entertainment
38448,The Big Business Results Behind WWE's WrestleMania 30,Technology,Business
9014,Relay for Life,Entertainment,Medical
58359,A 19-year-old Texas Tech cheerleader from Cleburne has become anti-hunting  ...,Entertainment,Entertainment
29506,"'Arrow' season 2, episode 19 recap: Lies, vendettas, and burdens",Entertainment,Entertainment
9286,DirecTV and the SEC network,Business,Business
63981,Brazil manufacturing sector expands slightly in March: PMI,Business,Business
22051,Autism estimate increases to 1 in 68 children in US,Medical,Medical
52296,Better Cognition Linked to Common Gene Variant,Medical,Medical
22890,'Rolf Harris put hands in my pants',Entertainment,Entertainment
14111,See Meryl Davis and Charlie White Kill It On <i>Dancing With the Stars</i>,Entertainment,Entertainment
50822,Why Democrats Are Paying Attention to Piketty's Book on Inequality,Business,Business
32325,HEALTH: New rules go into effect for 'Abortion Pill' in Arizona,Medical,Medical
52479,Miley Cyrus Records a Beatles Song with The Flaming Lips and MGMT's Andrew  ...,Entertainment,Entertainment
61530,Basil Gives Corned Beef and Cabbage Cooking Lesson,Entertainment,Entertainment
56030,Weekend Movies: Get On Out to Theaters,Entertainment,Entertainment
19776,10 things you may not know about Casey Kasem,Entertainment,Entertainment
21902,Sponsored story – Productivity Boosters: Four Top Windows 8.1 Tablets,Technology,Technology
5911,Saudi Arabia: Killer Flu Bug Claims More Victims,Medical,Medical
53688,"Honda, Mazda, Nissan Issue Recall Over Airbags",Technology,Technology
2085,"Paul Mazursky, 84, directed 'Bob & Carol & Ted & Alice' and 'An Unmarried  ...",Entertainment,Entertainment
64079,Euro zone economy too weak to support sustainable growth,Business,Business
64315,Why Scout Willis Is Walking Around NYC Topless,Entertainment,Entertainment
64123,Twitter fail: US Airways apologizes after tweeting pornographic image to  ...,Entertainment,Entertainment
11233,Mortgage rates fall for a 2d week,Business,Business
63564,Verizon introduces Samsung Galaxy S5 'Buy One Get One Free' offer,Technology,Technology
18553,'Glee' could have a shortened final season when it returns in 2015,Entertainment,Entertainment
41391,Microsoft Officially Completes Acquisition of Nokia Devices and Services Business,Technology,Technology
65387,How to do everything with the Samsung Galaxy S5,Technology,Technology
36621,Zac Efron does a topless backflip off a boat as he holidays with Michelle  ...,Entertainment,Entertainment
13215,Steam Controller to be delayed until 2015,Technology,Technology
16242,Box Office Roundup: 'Days of Future Past' Xs Out Competition,Entertainment,Entertainment
21978,Jay Leno on David Letterman's Retirement: He and I Are Going to Broadway,Entertainment,Entertainment
33162,Apple Reportedly Plans to Introduce Wearable Device on Sept. 9,Technology,Technology
28249,Daniel Radcliffe will definitely read new `Harry Potter` follow-up,Entertainment,Entertainment
55144,Canada adds 200 jobs in July as labour woes continue,Business,Business
60353,There May Be Such a Thing as 'Too Much Exercise',Medical,Medical
6177,Eye and smell tests could detect Alzheimer's early,Medical,Medical
16065,Google begins yanking news articles in Europe,Technology,Technology
4921,Finland's March Inflation Lowest Since Mid 2010,Business,Business
9789,Watch Wars: Apple Snags Tag Heuer VP of Sales and Retail,Technology,Technology
43689,"Interest Rates on Saturday for Home Mortgages at Chase Bank Jul 5, 2014",Business,Business
45924,The human nose can detect one trillion kinds of smell!,Medical,Medical
46112,Queen add additional Melbourne and Sydney dates to tour and Brian May  ...,Entertainment,Entertainment
4679,Miley Cyrus Gets Restraining Order Against Man Who Believes She  ...,Entertainment,Entertainment
787,HTC Brings Accessories Galore For The HTC One M8,Technology,Technology
9802,"Space Station Gets Easter Delivery of Food, Supplies",Technology,Technology
1763,Japan's business confidence dips,Business,Business
29358,See The First Pic Of Chris Hemsworth's Twin Boys,Entertainment,Entertainment
6949,Science fiction teen drama never really takes off,Entertainment,Entertainment
65452,"Bond Market Week Ahead: Stocks Cheer Steady Course In Monetary Policy, But  ...",Business,Business
35074,Willow Smith's controversial photo puts parents under investigation,Entertainment,Entertainment
20957,'Shield' actor Michael Jace arrested in wife's death,Entertainment,Entertainment
40543,Hewlett-Packard to cut up to 16000 more jobs,Business,Business
64484,'Game Of Thrones' Season 4 Episode 10 Recap: 'The Children',Entertainment,Entertainment
54060,A $10 Billion Loophole: Will General Motors Really Ignore the Same Taxpayers  ...,Technology,Business
22186,"Simplicity, high-resolution display touted in LG's new G3 phone | The Republic",Technology,Technology
30241,Sleep Apnea Screening Legislation for Medicare Patients Introduced in House,Medical,Medical
2948,Review: 'The Amazing Spider-Man 2',Entertainment,Entertainment
34303,Candy Crush maker valued at over $7bn,Business,Business
54204,'0INK' vanity plate fight could go to Indiana Legislature,Technology,Entertainment
54786,"Google Dispels Top 10 ""Myths"" Associated With Google Glass",Technology,Technology
64751,Thailand wooing Latin America market,Entertainment,Business
57448,"Google, Barnes & Noble Just Made a Big Play in the 'Instant Gratification' Race",Business,Technology
27145,Lindsay Lohan's Mom Dina Pleads Guilty to Driving While Intoxicated,Entertainment,Entertainment
22465,Frankie Knuckles 'Godfather Of House' Dies,Entertainment,Entertainment
44200,Microsoft Offers $100 Discount to Switch from XP to Windows 8.1,Technology,Technology
63021,Bryan Cranston helps fan land prom date,Entertainment,Entertainment
51775,"Chris Brown -- Sorry BET, I'm Not Doing Reality TV",Entertainment,Entertainment
16181,5 Seconds of Summer announce the 'Rock Out with Your Socks Out' 2015 North  ...,Entertainment,Entertainment
38098,Concerns over violence in Iraq increases gas prices,Technology,Business
56977,Deutsche Bank profits dips as plans to raise capital,Business,Business
15522,Lindsay Lohan Shocks Reality Show Fans with Announcement of a Miscarriage,Entertainment,Entertainment
43296,Ohio mother gives birth to rare 'mono mono' twins,Medical,Medical
36910,"Um, you're not going to believe Sean Penn's incredible Charlize-inspired  ...",Entertainment,Entertainment
17316,Jennifer Lopez to make history at Billboard Awards,Entertainment,Entertainment
54570,"Iraq Insurgency Risks Biggest Source of New OPEC Oil, IEA Says",Business,Business
20715,Positive Economic Reports Impacting Mortgage Rates,Business,Business
2439,Nicole Kidman and Keith Urban play docs to sick children,Entertainment,Entertainment
39779,VIDEO: Fearless riders take on the world's highest waterslide,Entertainment,Entertainment
20457,Tim Hortons Downgraded by Raymond James to Market Perform (THI),Business,Business
31509,US Foreclosures Drive Up Suicide Rate: Study,Medical,Medical
6585,Report: Yahoo Wants to Make Cable-Style TV Shows,Entertainment,Entertainment
8345,A-List Actors Allegedly Tied To Hollywood Sex Ring – Inside 'X-Men' Director  ...,Entertainment,Entertainment
32661,Money Clip: Push being made to ban sale of tobacco at pharmacies,Medical,Medical
44733,Iowans react to Casey Kasem death,Entertainment,Entertainment
39173,Nobody wants $760 million? IRS poised to keep unclaimed tax refu - DC News  ...,Business,Business
7946,"WhatsApp CEO Says They Won't Collect Your Data, and Facebook Won't Get to  ...",Technology,Technology
27414,How Mortgage Reform Helps the Market and Protects Borrowers,Business,Business
52572,IBM Systems Reportedly Targeted by Chinese Officials,Business,Business
61922,Gas prices rise,Technology,Technology
44685,Harrison Ford Could Miss Eight Weeks Of 'Star Wars: Episode VII' Filming After  ...,Entertainment,Entertainment
62291,Poor start to the year for City hedge funds,Business,Business
19255,"Samsung promoter LeBron James tweets phone crash, HTC suggests a brand  ...",Technology,Technology
21982,EU to Apple: You can do better to stop unauthorized app activity,Technology,Technology
9176,"Mariah Carey-Nick Cannon split shocking, says grandmother",Entertainment,Entertainment
44591,"Star Wars: Episode VII Set 30 Years After Jedi, Starts Filming This May",Entertainment,Entertainment
35730,Windows Phone 8.1 Update 1 to bring Cortana to India,Technology,Technology
38432,"Andrew Garfield, Charlize Theron & Andy Samberg Named Final Hosts of SNL  ...",Entertainment,Entertainment
18269,US Quietly Earmarks Money for ObamaCare Insurers,Business,Business
47451,"China's Inflation in Line, Up 2.3%",Business,Business
12904,NJ Night Sky: Find the crescent Moon near Venus,Technology,Technology
53721,1st American MERS patient may leave hospital soon,Medical,Medical
30256,Michael Jackson hologram debuts at Billboard Awards,Entertainment,Entertainment
7566,What Happens Next on Game of Thrones Following This Week's Events?,Entertainment,Entertainment
60854,Banish jet lag with a handy mathematical scheduler,Medical,Business
53088,How 'Tyrant' Cast a White Guy as the Son of a Middle Eastern Despot,Entertainment,Entertainment
55401,"Nokia completes Microsoft deal, Chennai plant excluded",Technology,Technology
29113,Supreme Court rules for broadcasters in fight with startup Aereo,Technology,Technology
24412,GM Halts Sales Of Some Chevrolet Cruzes,Technology,Technology
30147,"US, Philippine marines hold drills in South China Sea",Business,Business
1228,Investigators never saw menacing videos before rampage,Entertainment,Entertainment
19308,Anita Baker Warrant Issued In Dispute Over Decorating Work Done In Singer's  ...,Entertainment,Entertainment
35268,Bet On It! Zac Efron Confesses He Would '100 Percent' Return For More High  ...,Entertainment,Entertainment
58522,Lung Transplants and Kids,Medical,Medical
33800,"July 28, 2014, 12:13 pm",Technology,Business
10351,"Cannes 2014: 'Winter Sleep,' 'Foxcatcher' take home big honors",Entertainment,Entertainment
12321,New 'X-Men: Days of Future Past' trailer released,Entertainment,Entertainment
30537,Chris Evans is ready to retire from acting â?? for real,Entertainment,Entertainment
348,Chiquita-Fyffes merge to make top bananas,Business,Business
